,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
0,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
5,한국GM 알페온::CL300 프리미엄,"4,995","1,860","1,510","2,837"
6,한국GM 알페온::EL300 슈프림 블랙,"4,995","1,860","1,510","2,837"
7,한국GM 알페온::EL300 슈프림,"4,995","1,860","1,510","2,837"
1,한국GM 알페온::EL240H (eAssist) 프리미엄,"4,995","1,860","1,510","2,837"
1,쉐보레 스파크 EV::EV,"3,720","1,630","1,520","2,375"
1,벤츠 C-Class::C200,"4,700","1,810","1,445","2,840"
2,벤츠 C-Class::C200 Avantgarde,"4,700","1,810","1,445","2,840"
3,벤츠 C-Class::C200d,"4,700","1,810","1,445","2,840"
4,벤츠 C-Class::C220d Avantgarde,"4,700","1,810","1,445","2,840"
5,벤츠 C-Class::C220d Exclusive,"4,700","1,810","1,445","2,840"
6,벤츠 C-Class::C220d 4Matic,"4,700","1,810","1,465","2,840"
7,벤츠 C-Class::C250d 4Matic,"4,700","1,810","1,465","2,840"
8,벤츠 C-Class::AMG C63,"4,735","1,840","1,435","2,840"
9,벤츠 C-Class::AMG C63 S Edition1,"4,735","1,840","1,435","2,840"
1,벤츠 A-Class::A 180 CDI Style,"4,305","1,770","1,445","2,700"
2,벤츠 A-Class::A 180 CDI Night,"4,305","1,770","1,445","2,700"
3,벤츠 A-Class::A 45 AMG 4Matic,"4,350","1,770","1,435","2,700"
1,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
2,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
3,현대 투싼(2017)::모던,"4,475","1,850","1,645","2,670"
4,현대 투싼(2017)::프리미엄,"4,475","1,850","1,650","2,670"
1,벤츠 B-class::B 200 CDI,"4,400","1,780","1,555","2,700"
1,벤츠 E-Class::E 200 Avantgarde,"4,880","1,855","1,470","2,875"
2,벤츠 E-Class::E 220 CDI Avantgarde,"4,880","1,855","1,470","2,875"
3,벤츠 E-Class::E 220 BlueTEC Avantgarde,"4,880","1,855","1,470","2,875"
4,벤츠 E-Class::E 220 BlueTEC Avantgarde Sports,"4,880","1,855","1,470","2,875"
5,벤츠 E-Class::E 250 BlueTEC Avantgarde 4Matic,"4,880","1,855","1,470","2,875"
6,벤츠 E-Class::E 300 Elegance,"4,880","1,855","1,470","2,875"
7,벤츠 E-Class::E 300 Avantgarde,"4,880","1,855","1,470","2,875"
8,벤츠 E-Class::E 300 Avantgarde 4Matic,"4,880","1,855","1,470","2,875"
9,벤츠 E-Class::E 300 BlueTEC Hybrid Avantgarde,"4,870","1,855","1,470","2,875"
10,벤츠 E-Class::E 350 BlueTEC 4Matic,"4,880","1,855","1,470","2,875"
11,벤츠 E-Class::E 400 4Matic,"4,880","1,855","1,470","2,875"
12,벤츠 E-Class::E 63 AMG 4Matic,"4,885","1,870","1,440","2,875"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
2,벤츠 E-Class::E 400,"4,740","1,790","1,400","2,760"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
2,벤츠 E-Class::E 400,"4,740","1,790","1,400","2,760"
1,벤츠 S-Class::S 350 d,"5,120","1,900","1,500","3,035"
2,벤츠 S-Class::S 350 d 4Matic,"5,120","1,900","1,500","3,035"
3,벤츠 S-Class::S 350 d Long,"5,250","1,900","1,500","3,165"
4,벤츠 S-Class::S 350 d Long 4Matic,"5,250","1,900","1,500","3,165"
5,벤츠 S-Class::S 400 Long,"5,250","1,900","1,500","3,165"
6,벤츠 S-Class::S 400 Long 4Matic,"5,250","1,900","1,500","3,165"
7,벤츠 S-Class::S 500 Long,"5,250","1,900","1,500","3,165"
8,벤츠 S-Class::S 500 Long 4Matic,"5,250","1,900","1,500","3,165"
9,벤츠 S-Class::S 600 Long,"5,250","1,900","1,500","3,165"
10,벤츠 S-Class::S 63 AMG Long 4Matic,"5,300","1,910","1,500","3,165"
11,벤츠 S-Class::S 63 AMG Coupe 4Matic,"5,045","1,915","1,435","2,945"
1,벤츠 M-Class::ML 250 BlueTEC 4Matic,"4,815","1,935","1,815","2,915"
2,벤츠 M-Class::ML 350 BlueTEC 4Matic,"4,815","1,935","1,815","2,915"
3,벤츠 M-Class::ML 63 AMG,"4,815","1,935","1,815","2,915"
1,벤츠 G-Class::G 350 BlueTEC,"4,725","1,770","1,970","2,850"
2,벤츠 G-Class::G 63 AMG,"4,760","1,865","1,975","2,850"
3,벤츠 G-Class::G 63 AMG Crazy Color Edition,"4,760","1,865","1,975","2,850"
1,벤츠 CLA-Class::CLA 200 CDI,"4,630","1,775","1,435","2,700"
2,벤츠 CLA-Class::CLA 200 CDI 4Matic,"4,630","1,775","1,435","2,700"
3,벤츠 CLA-Class::CLA 200 CDI NAVI,"4,630","1,775","1,435","2,700"
4,벤츠 CLA-Class::CLA 250 4Matic,"4,690","1,775","1,430","2,700"
5,벤츠 CLA-Class::CLA 45 AMG 4Matic,"4,690","1,775","1,430","2,700"
1,벤츠 CLS-Class::CLS 250 BlueTEC 4Matic,"4,950","1,880","1,430","2,875"
2,벤츠 CLS-Class::CLS 400,"4,950","1,880","1,415","2,875"
3,벤츠 CLS-Class::CLS 63 AMG 4Matic,"4,970","1,880","1,415","2,875"
4,벤츠 CLS-Class::CLS 63 AMG S 4Matic,"4,970","1,880","1,415","2,875"
1,벤츠 CLS-Class::CLS 250 BlueTEC 4Matic,"4,950","1,880","1,430","2,875"
1,벤츠 GLA-Class::GLA 200 CDI,"4,440","1,805","1,510","2,700"
2,벤츠 GLA-Class::GLA 200 CDI 4Matic,"4,440","1,805","1,510","2,700"
3,벤츠 GLA-Class::GLA 45 AMG 4Matic,"4,450","1,805","1,450","2,700"
1,벤츠 GLK-Class::GLK 220 CDI 4Matic (재고없음),"4,535","1,840","1,670","2,755"
2,벤츠 GLK-Class::GLK 220 CDI Premium 4Matic (재고없음),"4,535","1,840","1,670","2,755"
1,벤츠 SLK-Class::SLK 200,"4,140","1,835","1,325","2,430"
2,벤츠 SLK-Class::SLK 350,"4,135","1,810","1,300","2,430"
3,벤츠 SLK-Class::SLK 55 AMG,"4,140","1,820","1,315","2,430"
1,벤츠 SL-Class::SL 400,"4,630","1,875","1,315","2,585"
2,벤츠 SL-Class::SL 63 AMG,"4,640","1,885","1,310","2,585"
1,벤츠 Maybach::S500,"5,455","1,900","1,500","3,365"
2,벤츠 Maybach::S500 4Matic,"5,455","1,900","1,500","3,365"
3,벤츠 Maybach::S600,"5,455","1,900","1,500","3,365"
1,벤츠 AMG GT::AMG GT S Edition 1,"4,560","1,940","1,300","2,630"
1,현대 싼타페::Smart (5인승),"4,700","1,880","1,680","2,700"
2,현대 싼타페::Modern (5인승),"4,700","1,880","1,680","2,700"
3,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
7,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
8,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
2,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
3,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
2,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
3,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
2,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
3,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 맥스크루즈::Exclusive (6인승),"4,915","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive (7인승),"4,915","1,885","1,700","2,800"
3,현대 맥스크루즈::Exclusive Special (6인승),"4,915","1,885","1,700","2,800"
4,현대 맥스크루즈::Exclusive Special (7인승),"4,915","1,885","1,700","2,800"
1,현대 맥스크루즈::Exclusive (6인승),"4,915","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive (7인승),"4,915","1,885","1,700","2,800"
3,현대 맥스크루즈::Exclusive Special (6인승),"4,915","1,885","1,700","2,800"
4,현대 맥스크루즈::Exclusive Special (7인승),"4,915","1,885","1,700","2,800"
1,현대 맥스크루즈::Exclusive Special (6인승),"4,915","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive Special (7인승),"4,915","1,885","1,700","2,800"
1,현대 맥스크루즈::Exclusive Special (6인승),"4,915","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive Special (7인승),"4,915","1,885","1,700","2,800"
1,현대 베라크루즈::Exclusive,"4,840","1,970","1,795","2,805"
2,현대 베라크루즈::Exclusive Special,"4,840","1,970","1,795","2,805"
1,현대 베라크루즈::Exclusive,"4,840","1,970","1,795","2,805"
2,현대 베라크루즈::Exclusive Special,"4,840","1,970","1,795","2,805"
1,쉐보레 올란도::LS 고급형,"4,665","1,835","1,635","2,760"
2,쉐보레 올란도::LT 프리미엄,"4,665","1,835","1,635","2,760"
3,쉐보레 올란도::LT 컨비니언스,"4,665","1,835","1,635","2,760"
4,쉐보레 올란도::LT 세이프티,"4,665","1,835","1,635","2,760"
5,쉐보레 올란도::LTZ 프리미엄,"4,665","1,835","1,635","2,760"
6,쉐보레 올란도::LTZ 세이프티,"4,665","1,835","1,635","2,760"
7,쉐보레 올란도::스페셜 에디션 다이나믹,"4,665","1,835","1,635","2,760"
8,쉐보레 올란도::스페셜 에디션 퍼펙트 블랙,"4,665","1,835","1,635","2,760"
1,쉐보레 올란도::LS   고급형,"4,665","1,835","1,635","2,760"
2,쉐보레 올란도::LT   프리미엄,"4,665","1,835","1,635","2,760"
3,쉐보레 올란도::LT   컨비니언스,"4,665","1,835","1,635","2,760"
4,쉐보레 올란도::LT   세이프티,"4,665","1,835","1,635","2,760"
5,쉐보레 올란도::LTZ   프리미엄,"4,665","1,835","1,635","2,760"
6,쉐보레 올란도::LTZ   세이프티,"4,665","1,835","1,635","2,760"
7,쉐보레 올란도::스페셜 에디션 다이나믹,"4,665","1,835","1,635","2,760"
8,쉐보레 올란도::스페셜 에디션 퍼펙트 블랙,"4,665","1,835","1,635","2,760"
1,BMW 1 Series::118d Sport Line,"4,329","1,765","1,421","2,690"
2,BMW 1 Series::118d Sport Lunch Package,"4,329","1,765","1,421","2,690"
3,BMW 1 Series::120d M Sport Package (20th),"4,329","1,765","1,421","2,690"
1,BMW 2 Series::220d M Sport Pkg,"4,432","1,774","1,418","2,690"
1,BMW 2 Series Active Tourer::JOY Launch Pkg,"4,342","1,800","1,555","2,670"
2,BMW 2 Series Active Tourer::Joy,"4,342","1,800","1,555","2,670"
3,BMW 2 Series Active Tourer::Luxury,"4,342","1,800","1,555","2,670"
1,BMW i3::LUX,"3,999","1,775","1,578","2,570"
2,BMW i3::SOL,"3,999","1,775","1,578","2,570"
3,BMW i3::SOL+,"3,999","1,775","1,578","2,570"
1,BMW i8::1.5 PHEV,"4,689","1,942","1,291","2,800"
1,BMW 3 Series::320d ED,"4,624","1,811","1,416","2,810"
2,BMW 3 Series::320d,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d Sport Line,"4,624","1,811","1,429","2,810"
4,BMW 3 Series::320d M Sport Package,"4,624","1,811","1,429","2,810"
5,BMW 3 Series::320d M Performance,"4,624","1,811","1,429","2,810"
6,BMW 3 Series::320d M Performance (20th),"4,624","1,811","1,429","2,810"
7,BMW 3 Series::320d xDrive,"4,624","1,811","1,434","2,810"
8,BMW 3 Series::320i,"4,624","1,811","1,429","2,810"
9,BMW 3 Series::328i Sport Line,"4,624","1,811","1,429","2,810"
1,BMW 3 Series::320d,"4,624","1,811","1,429","2,810"
2,BMW 3 Series::320d M Performance Edition,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d xDrive,"4,624","1,811","1,429","2,810"
1,BMW 4 Series::420d M Sport Package,"4,638","1,825","1,362","2,810"
2,BMW 4 Series::420d M Sport Package xDrive,"4,638","1,825","1,362","2,810"
3,BMW 4 Series::428i M Sport Package,"4,638","1,825","1,362","2,810"
1,BMW 4 Series::420i Luxury Line,"4,638","1,825","1,389","2,810"
2,BMW 4 Series::420d Luxury Line,"4,638","1,825","1,389","2,810"
3,BMW 4 Series::420d Sport Line xDrive,"4,638","1,825","1,404","2,810"
4,BMW 4 Series::435d M Sport xDrive,"4,638","1,825","1,404","2,810"
1,BMW 4 Series::428i,"4,638","1,825","1,384","2,810"
1,BMW 5 Series::520d,"4,907","1,860","1,464","2,968"
2,BMW 5 Series::520d xDrive,"4,907","1,860","1,464","2,968"
3,BMW 5 Series::520d Luxury Plus Edition,"4,907","1,860","1,464","2,968"
4,BMW 5 Series::520d Luxury Plus Edition xDrive,"4,907","1,860","1,464","2,968"
5,BMW 5 Series::528i,"4,907","1,860","1,464","2,968"
6,BMW 5 Series::528i xDrive,"4,907","1,860","1,464","2,968"
7,BMW 5 Series::528i Luxury Plus,"4,907","1,860","1,464","2,968"
8,BMW 5 Series::528i Luxury Plus xDrive,"4,907","1,860","1,464","2,968"
9,BMW 5 Series::530d M Aerodynamic Edition xDrive,"4,907","1,860","1,464","2,968"
10,BMW 5 Series::530d M Sport Package xDrive (20th),"4,907","1,860","1,464","2,968"
11,BMW 5 Series::M550d xDrive,"4,910","1,860","1,454","2,968"
12,BMW 5 Series::M550d Aerodynamic xDrive,"4,910","1,860","1,454","2,968"
1,BMW 6 Series::640d M Sport xDrive,"5,007","1,894","1,392","2,968"
2,BMW 6 Series::640d M Sport 20th xDrive,"5,007","1,894","1,392","2,968"
1,BMW 6 Series::650i,"4,894","1,894","1,365","2,855"
1,BMW 6 Series::640d xDrive,"5,007","1,894","1,392","2,968"
1,BMW 6 Series::650i,"4,894","1,894","1,365","2,855"
1,BMW 7 Series::730d Individual Edition xDrive,"5,079","1,902","1,471","3,070"
2,BMW 7 Series::730Ld,"5,219","1,902","1,481","3,210"
3,BMW 7 Series::730Ld Individual Edition,"5,219","1,902","1,481","3,210"
4,BMW 7 Series::740d xDrive,"5,079","1,902","1,471","3,070"
5,BMW 7 Series::740d Individual Edition xDrive,"5,079","1,902","1,471","3,070"
6,BMW 7 Series::740i,"5,079","1,902","1,471","3,070"
7,BMW 7 Series::740Li,"5,219","1,902","1,481","3,210"
8,BMW 7 Series::740Li Individual Edition,"5,219","1,902","1,481","3,210"
9,BMW 7 Series::750Ld xDrive,"5,219","1,902","1,481","3,210"
10,BMW 7 Series::750Ld Individual Edition xDrive,"5,219","1,902","1,481","3,210"
11,BMW 7 Series::750Li Individual Edition xDrive,"5,219","1,902","1,481","3,210"
1,BMW Gran Turismo::GT ED Luxury,"5,004","1,901","1,559","3,070"
2,BMW Gran Turismo::GT 30d Luxury xDrive,"5,004","1,901","1,559","3,070"
3,BMW Gran Turismo::GT 35i Luxury xDrive,"5,004","1,901","1,559","3,070"
1,BMW Gran Turismo::320 GT,"4,824","1,828","1,508","2,920"
2,BMW Gran Turismo::320 GT Luxury,"4,824","1,828","1,508","2,920"
3,BMW Gran Turismo::320d GT xDrive,"4,824","1,828","1,508","2,920"
4,BMW Gran Turismo::320d GT Sport xDrive,"4,824","1,828","1,508","2,920"
1,BMW X1::20d xDrive,"4,454","1,798","1,545","2,760"
1,BMW X3::20d xLine xDrive,"4,657","1,881","1,678","2,810"
2,BMW X3::30d M Sport Package xDrive,"4,657","1,881","1,678","2,810"
1,BMW X4::20d xLine xDrive,"4,671","1,881","1,624","2,810"
2,BMW X4::30d M Sport Package xDrive,"4,671","1,881","1,624","2,810"
1,BMW X5::30d xDrive,"4,886","1,938","1,762","2,933"
2,BMW X5::30d M Sport Package xDrive (20th),"4,886","1,938","1,762","2,933"
3,BMW X5::40d M Sport Package xDrive,"4,886","1,938","1,762","2,933"
4,BMW X5::M50d xDrive,"4,886","1,938","1,762","2,933"
1,BMW X6::30d xDrive,"4,909","1,989","1,702","2,933"
2,BMW X6::40d xDrive,"4,909","1,989","1,702","2,933"
3,BMW X6::M50d,"4,909","1,989","1,702","2,933"
1,BMW Z4::28i sDrive,"4,239","1,790","1,291","2,496"
2,BMW Z4::35is sDrive,"4,244","1,790","1,284","2,496"
1,BMW M3::M3,"4,671","1,877","1,430","2,812"
1,BMW M4::Coupe,"4,671","1,870","1,383","2,812"
1,BMW M4::Convertible,"4,671","1,870","1,383","2,812"
1,BMW M5::M5,"4,910","1,891","1,467","2,964"
2,BMW M5::30 Jahre Edition,"4,910","1,891","1,467","2,964"
1,BMW M6::Coupe,"4,898","1,899","1,375","2,851"
1,BMW M6::Gran Coupe,"5,011","1,899","1,395","2,964"
1,BMW X5 M::X5 M,"4,880","1,985","1,754","2,933"
1,BMW X6 M::X6 M,"4,909","1,989","1,689","2,933"
1,BMW M6::Coupe,"4,898","1,899","1,374","2,851"
1,BMW M6::Gran Coupe,"5,011","1,899","1,393","2,964"
1,아우디 A1::30 TDI Sport,"3,973","1,740","1,416","2,469"
2,아우디 A1::30 TDI Sport Premium,"3,973","1,740","1,416","2,469"
1,아우디 A1::30 TDI Design,"3,973","1,746","1,422","2,469"
2,아우디 A1::30 TDI Design Premium,"3,973","1,746","1,422","2,469"
3,아우디 A1::30 TDI Design Stylish Edition,"3,973","1,746","1,422","2,469"
4,아우디 A1::30 TDI Sport Premium,"3,973","1,746","1,422","2,469"
5,아우디 A1::30 TDI Sport Sprint Edition,"3,973","1,746","1,422","2,469"
1,아우디 A3::25 TDI (재고없음),"4,456","1,796","1,416","2,637"
2,아우디 A3::25 TDI Dynamic (재고없음),"4,456","1,796","1,416","2,637"
3,아우디 A3::35 TDI Dynamic (재고없음),"4,456","1,796","1,416","2,637"
4,아우디 A3::35 TDI Dynamic Sport Edition (재고없음),"4,456","1,796","1,416","2,637"
5,아우디 A3::35 TFSI Dynamic (재고없음),"4,456","1,796","1,416","2,637"
1,아우디 A3::25 TDI Dynamic (재고없음),"4,310","1,785","1,425","2,636"
2,아우디 A3::35 TDI Dynamic (재고없음),"4,310","1,785","1,425","2,636"
3,아우디 A3::35 TDI Sport Edition (재고없음),"4,310","1,785","1,425","2,636"
1,아우디 A3::2.0 TFSI quattro (재고없음),"4,469","1,796","1,392","2,631"
1,아우디 A4::30 TDI,"4,701","1,826","1,427","2,808"
2,아우디 A4::30 TDI Dynamic,"4,701","1,826","1,427","2,808"
3,아우디 A4::35 TDI Quattro,"4,701","1,826","1,427","2,808"
4,아우디 A4::35 TDI Quattro Comfort,"4,701","1,826","1,427","2,808"
5,아우디 A4::35 TDI Quattro Dynamic,"4,701","1,826","1,427","2,808"
6,아우디 A4::35 TDI Quattro Prestige,"4,701","1,826","1,427","2,808"
7,아우디 A4::40 TFSI Quattro Dynamic,"4,701","1,826","1,427","2,808"
8,아우디 A4::40 TFSI Quattro Prestige,"4,701","1,826","1,427","2,808"
1,아우디 A4::S4 3.0 TFSi Quattro,"4,716","1,826","1,406","2,811"
1,아우디 A5::40 TFSi Quattro,"4,626","1,854","1,372","2,751"
1,아우디 A5::40 TFSi Quattro Ver1,"4,626","1,854","1,383","2,751"
2,아우디 A5::40 TFSi Quattro,"4,626","1,854","1,383","2,751"
1,아우디 A5::35 TDI Quattro Design edition,"4,712","1,854","1,391","2,810"
2,아우디 A5::35 TDI Quattro,"4,712","1,854","1,391","2,810"
3,아우디 A5::35 TDI Quattro Dynamic,"4,712","1,854","1,391","2,810"
1,아우디 A5::RS5 4.2 FSi Quattro,"4,649","1,860","1,366","2,751"
2,아우디 A5::RS5 4.2 FSi Quattro Exclusive,"4,649","1,860","1,366","2,751"
1,아우디 A6::35 TDI Comfort,"4,933","1,874","1,455","2,912"
2,아우디 A6::35 TDI Premium,"4,933","1,874","1,455","2,912"
3,아우디 A6::40 TDI Quattro Comfort,"4,933","1,874","1,455","2,912"
4,아우디 A6::40 TDI Quattro Premium,"4,933","1,874","1,455","2,912"
5,아우디 A6::40 TDI Quattro Sport,"4,933","1,874","1,455","2,912"
6,아우디 A6::40 TFSI Quattro Sport,"4,933","1,874","1,455","2,912"
7,아우디 A6::40 TFSI Quattro Sport Tech,"4,933","1,874","1,455","2,912"
8,아우디 A6::50 TDI Quattro Premium,"4,933","1,874","1,455","2,912"
9,아우디 A6::50 TDI Quattro PremiumTech,"4,933","1,874","1,455","2,912"
10,아우디 A6::50 TDI Quattro Premium Luxury,"4,933","1,874","1,455","2,912"
11,아우디 A6::50 TFSI Quattro Sport,"4,933","1,874","1,455","2,912"
12,아우디 A6::50 TFSI Quattro Sport Tech,"4,933","1,874","1,455","2,912"
13,아우디 A6::55 TDI Quattro Premium,"4,933","1,874","1,455","2,912"
14,아우디 A6::55 TDI Quattro Premium Tech,"4,933","1,874","1,455","2,912"
15,아우디 A6::55 TDI Quattro Sport,"4,933","1,874","1,455","2,912"
16,아우디 A6::55 TDI Quattro Sport Tech,"4,933","1,874","1,455","2,912"
1,아우디 A6::S6 4.0 TFSi Quattro Sport,"4,931","1,874","1,443","2,917"
2,아우디 A6::S6 4.0 TFSi Quattro Sport Design,"4,931","1,874","1,443","2,916"
1,아우디 A6::S6 4.0 TFSi Quattro,"4,931","1,874","1,440","2,912"
1,아우디 A7::40 TFSI Quattro Premium,"4,984","1,911","1,420","2,914"
2,아우디 A7::40 TFSI Quattro Sport,"4,984","1,911","1,420","2,914"
3,아우디 A7::50 TDI Quattro Comfort,"4,984","1,911","1,420","2,914"
4,아우디 A7::50 TDI Quattro Premium,"4,984","1,911","1,420","2,914"
5,아우디 A7::50 TDI Quattro Sport,"4,984","1,911","1,420","2,914"
6,아우디 A7::50 TDI Quattro Sport Tech,"4,984","1,911","1,420","2,914"
7,아우디 A7::50 TFSI Quattro Comfort,"4,984","1,911","1,420","2,914"
8,아우디 A7::50 TFSI Quattro Premium,"4,984","1,911","1,420","2,914"
9,아우디 A7::50 TFSI Quattro Sport,"4,984","1,911","1,420","2,914"
10,아우디 A7::50 TFSI quattro Sport Tech,"4,984","1,911","1,420","2,914"
11,아우디 A7::55 TDI Quattro Comfort,"4,984","1,911","1,420","2,914"
12,아우디 A7::55 TDI Quattro Premium,"4,984","1,911","1,420","2,914"
13,아우디 A7::55 TDI Quattro Premium Luxury,"4,984","1,911","1,420","2,914"
14,아우디 A7::55 TDI Quattro Sport,"4,984","1,911","1,420","2,914"
15,아우디 A7::55 TDI Quattro Sport Tech,"4,984","1,911","1,420","2,914"
1,아우디 A7::4.0 TFSi Quattro Sport,"4,985","1,911","1,398","2,917"
2,아우디 A7::4.0 TFSi Quattro Sport Design,"4,985","1,911","1,398","2,917"
1,아우디 A7::4.0 TFSI Quattro Ver1,"5,012","1,911","1,419","2,915"
2,아우디 A7::4.0 TFSI Quattro,"5,012","1,911","1,419","2,915"
1,아우디 A7::50 TFSi Quattro,"4,969","1,911","1,420","2,914"
2,아우디 A7::50 TFSi Quattro Dynamic,"4,969","1,911","1,420","2,914"
3,아우디 A7::50 TFSi Quattro Prestige,"4,969","1,911","1,420","2,914"
4,아우디 A7::45 TDi Quattro,"4,969","1,911","1,420","2,914"
5,아우디 A7::45 TDi Quattro Dynamic,"4,969","1,911","1,420","2,914"
6,아우디 A7::55 TDI Quattro Dynamic,"4,969","1,911","1,420","2,914"
7,아우디 A7::55 TDI Quattro Prestige,"4,969","1,911","1,420","2,914"
8,아우디 A7::55 TDI Quattro Exclusive,"4,969","1,911","1,420","2,914"
1,아우디 A7::4.0 TFSi Quattro,"4,980","1,911","1,408","2,914"
1,아우디 A7::4.0 TFSI quattro,"5,012","1,911","1,419","2,915"
1,아우디 A8::50 TDI QUATTRO, , , , 
2,아우디 A8::60 TDI QUATTRO, , , , 
1,아우디 A8::L50 TDI Quattro, , , , 
2,아우디 A8::L50 TDI Quattro Exclusive Design, , , , 
3,아우디 A8::L50 TDI Quattro Exclusive Design (xenon), , , , 
4,아우디 A8::L50 TFSI Quattro, , , , 
5,아우디 A8::L60 TDI Quattro (5-seater), , , , 
6,아우디 A8::L60 TDI Quattro (5-seater) Exclusive Design, , , , 
7,아우디 A8::L60 TDI Quattro (4-seater), , , , 
8,아우디 A8::L60 TFSI Quattro (5-seater), , , , 
9,아우디 A8::L60 TFSI Quattro (4-seater), , , , 
10,아우디 A8::LW12 6.3 FSI Quattro, , , , 
1,아우디 A8::4.0 TFSi Quattro, , , , 
1,아우디 New Q3::30 TDI Quattro Design, , , , 
2,아우디 New Q3::30 TDI Quattro Sport, , , , 
3,아우디 New Q3::35 TDI Quattro Design, , , , 
4,아우디 New Q3::35 TDI Quattro Sport, , , , 
5,아우디 New Q3::35 TDI Quattro Design Edition, , , , 
6,아우디 New Q3::35 TDI Quattro Sport Edition, , , , 
1,아우디 Q5::35 TDI Quattro, , , , 
2,아우디 Q5::35 TDI Quattro Dynamic, , , , 
3,아우디 Q5::45 TDI Quattro, , , , 
4,아우디 Q5::45 TDI Quattro Dynamic, , , , 
5,아우디 Q5::45 TDI quattro Off-road Edition, , , , 
1,아우디 Q5::3.0 TDI Quattro, , , , 
1,아우디 Q7::35 TDi Quattro, , , , 
2,아우디 Q7::35 TDi Quattro Dynamic, , , , 
3,아우디 Q7::35 TDi Quattro Off road style, , , , 
4,아우디 Q7::45 TDi Quattro Prestige, , , , 
1,아우디 R8::5.2 FSI plus, , , , 
2,아우디 R8::5.2 FSI plus Exclusive, , , , 
1,아우디 R8::5.2 FSI, , , , 
2,아우디 R8::5.2 FSI Exclusive, , , , 
1,아우디 TT::TTS 2.0 TFSi Quattro Competition, , , , 
1,아우디 TT::TTS-R 2.0 TFSi Quattro Competition, , , , 
1,기아 스포티지::트렌디,"4,480","1,855","1,635","2,670"
2,기아 스포티지::프레스티지,"4,480","1,855","1,645","2,670"
3,기아 스포티지::노블레스,"4,480","1,855","1,645","2,670"
4,기아 스포티지::노블레스 스페셜,"4,480","1,855","1,645","2,670"
1,현대 맥스크루즈::Exclusive (익스클루시브) 6인승,"4,905","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive (익스클루시브) 7인승,"4,905","1,885","1,700","2,800"
3,현대 맥스크루즈::Exclusive Special (익스클루시브 스페셜) 6인승,"4,905","1,885","1,700","2,800"
4,현대 맥스크루즈::Exclusive Special (익스클루시브 스페셜) 7인승,"4,905","1,885","1,700","2,800"
5,현대 맥스크루즈::Prestige (프레스티지) 6인승,"4,905","1,885","1,700","2,800"
6,현대 맥스크루즈::Prestige (프레스티지) 7인승,"4,905","1,885","1,700","2,800"
7,현대 맥스크루즈::Finest Edition (파이니스트 에디션) 6인승,"4,905","1,885","1,700","2,800"
8,현대 맥스크루즈::Finest Edition (파이니스트 에디션) 7인승,"4,905","1,885","1,700","2,800"
1,쌍용 렉스턴 W::2WD RX7 DELUXE,"4,755","1,900","1,840","2,835"
